日期,台南市,區別,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
2017/8/11,台南市,東　區,南聖里,住宅,50,2,3,17,20,0,2,2,4,1,10,4,22.989094,120.246224
2017/8/11,台南市,東　區,忠孝里,住宅,75,0,0,9,9,0,0,0,0,0,0,0,22.977387,120.218816
2017/8/11,台南市,東　區,崇善里,住宅,50,3,11,14,25,0,6,6,12,3,24,6,22.973628,120.230357
2017/8/7,台南市,南　區,大忠里,住宅,50,3,5,15,20,0,3,3,6,2,15,5,22.969801,120.21016
2017/8/7,台南市,南　區,郡南里,住宅,50,1,5,9,14,0,1,1,2,1,7,3,22.964243,120.195009
2017/8/8,台南市,南　區,府南里,住宅,50,6,4,40,44,0,7,7,14,3,16,5,22.972299,120.195009
2017/8/8,台南市,南　區,建南里,住宅,50,4,2,17,19,0,5,5,10,3,26,6,22.957228,120.196452
2017/8/9,台南市,南　區,田寮里,住宅,50,0,11,14,25,0,0,0,0,0,0,0,22.976847,120.195731
2017/8/9,台南市,南　區,開南里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,22.966875,120.18563
2017/8/10,台南市,南　區,國宅里,地區,50,0,7,9,16,0,0,0,0,0,0,0,22.975972,120.187073
2017/8/10,台南市,南　區,光明里,地區,50,1,3,8,11,0,1,1,2,1,9,3,22.971944,120.187073
2017/8/10,台南市,南　區,明興里,住宅,50,2,9,10,19,1,1,2,4,1,11,4,22.962983,120.191402
2017/8/10,台南市,南　區,大林里,住宅,50,1,4,9,13,0,1,1,2,1,8,3,22.973392,120.205831
2017/8/11,台南市,南　區,金華里,住宅,50,2,5,11,16,0,2,2,4,1,13,4,22.979698,120.188516
2017/8/11,台南市,南　區,光明里,住宅,50,1,3,17,20,0,1,1,2,1,5,2,22.971944,120.187073
2017/8/11,台南市,南　區,大恩里,住宅,50,1,4,7,11,0,1,1,2,1,9,3,22.954815,120.207995
2017/8/11,台南市,南　區,明德里,住宅,51,3,3,9,12,0,3,3,6,2,25,6,22.971092,120.200781
2017/8/7,台南市,北　區,光武里,其他,75,2,7,18,25,0,2,2,3,1,8,3,23.012482,120.216291
2017/8/7,台南市,北　區,文成里,其他,75,1,7,12,19,0,1,1,1,1,5,2,23.007425,120.197174
2017/8/8,台南市,北　區,成功里,其他,75,0,5,6,11,0,0,0,0,0,0,0,23.020295,120.209438
2017/8/8,台南市,北　區,勝安里,其他,50,0,2,8,10,0,0,0,0,0,0,0,23.007482,120.217734
2017/8/9,台南市,北　區,華興里,其他,50,1,1,8,9,0,1,1,2,1,11,4,23.007312,120.224947
2017/8/9,台南市,北　區,公園里,其他,50,1,6,10,16,0,1,1,2,1,6,3,23.000678,120.21016
2017/8/9,台南市,北　區,大和里,其他,50,1,5,10,15,0,1,1,2,1,7,3,23.015346,120.191402
2017/8/9,台南市,北　區,力行里,其他,50,0,1,5,6,0,0,0,0,0,0,0,23.008419,120.229275
2017/8/10,台南市,北　區,成德里,住宅,50,0,8,16,24,0,0,0,0,0,0,0,23.013449,120.203667
2017/8/10,台南市,北　區,長榮里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,23.009193,120.219177
2017/8/10,台南市,北　區,大山里,其他,50,0,4,4,8,0,0,0,0,0,0,0,23.00906,120.213406
2017/8/10,台南市,北　區,重興里,其他,50,0,9,15,24,0,0,0,0,0,0,0,23.004065,120.226029
2017/8/10,台南市,北　區,開元里,其他,50,0,1,5,6,0,0,0,0,0,0,0,23.013026,120.221701
2017/8/10,台南市,北　區,大道里,其他,50,1,0,7,7,0,1,1,2,1,14,4,23.009949,120.21557
2017/8/11,台南市,北　區,正風里,其他,50,3,12,4,16,2,1,3,6,2,19,5,23.015469,120.214849
2017/8/11,台南市,北　區,正覺里,其他,50,0,7,6,13,0,0,0,0,0,0,0,23.015143,120.211602
2017/8/11,台南市,北　區,小康里,其他,50,0,6,13,19,0,0,0,0,0,0,0,23.015276,120.217373
2017/8/7,台南市,中西區,公正里,住宅,50,1,7,12,19,0,1,1,2,1,5,2,22.993966,120.21016
2017/8/8,台南市,中西區,大涼里,住宅,50,1,8,18,26,0,1,1,2,1,4,2,22.992303,120.189237
2017/8/9,台南市,中西區,郡西里,住宅,50,1,3,18,21,0,1,1,2,1,5,2,22.988972,120.193927
2017/8/9,台南市,中西區,民主里,住宅,50,2,6,13,19,1,1,2,4,1,11,4,22.992329,120.193927
2017/8/10,台南市,中西區,赤嵌里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,22.997255,120.207274
2017/8/10,台南市,中西區,藥王里,住宅,50,0,6,16,22,0,0,0,0,0,0,0,22.999235,120.191402
2017/8/10,台南市,中西區,水仙里,住宅,50,0,7,27,34,0,0,0,0,0,0,0,22.996382,120.198617
2017/8/10,台南市,中西區,民權里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,22.996986,120.195731
2017/8/11,台南市,中西區,天后里,住宅,50,3,14,18,32,0,3,3,6,2,9,3,22.997532,120.201142
2017/8/11,台南市,中西區,光賢里,住宅,50,3,3,19,22,0,4,4,8,2,18,5,23.003867,120.188516
2017/8/11,台南市,中西區,三合里,住宅,50,0,5,13,18,0,0,0,0,0,0,0,22.999931,120.196091
2017/8/11,台南市,中西區,銀同里,住宅,51,0,0,2,2,0,0,0,0,0,0,0,22.990954,120.206913
2017/8/7,台南市,安南區,鹽田里,住宅,50,4,6,28,34,0,4,4,8,2,12,4,23.024592,120.152594
2017/8/7,台南市,安南區,溪心里,住宅,50,1,5,19,24,0,1,1,2,1,4,2,23.050944,120.184908
2017/8/8,台南市,安南區,佃東里,住宅,50,3,5,23,28,0,4,4,8,2,14,4,23.072427,120.184908
2017/8/8,台南市,安南區,公親里,住宅,50,3,2,39,41,0,4,4,8,2,10,4,23.076415,120.197895
2017/8/9,台南市,安南區,城南里,住宅,51,3,2,34,36,0,4,4,8,2,11,4,23.056784,120.11851
2017/8/9,台南市,安南區,城北里,住宅,55,3,2,28,30,1,2,3,5,2,10,4,23.059575,120.137278
2017/8/9,台南市,安南區,城東里,住宅,51,4,3,34,37,0,4,4,8,2,11,4,23.066156,120.131504
2017/8/9,台南市,安南區,城中里,住宅,51,6,2,45,47,0,10,10,20,4,21,6,23.058919,120.130782
2017/8/10,台南市,安南區,溪墘里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,23.024442,120.192845
2017/8/10,台南市,安南區,安順里,住宅,50,1,4,12,16,0,1,1,2,1,6,3,23.050092,120.22098
2017/8/10,台南市,安南區,佃西里,住宅,50,3,1,70,71,0,22,22,44,5,31,7,23.071727,120.169033
2017/8/10,台南市,安南區,州南里,住宅,51,1,3,41,44,0,4,4,8,2,9,3,23.059791,120.219537
2017/8/10,台南市,安南區,安富里,住宅,52,0,1,17,18,0,0,0,0,0,0,0,23.025181,120.195731
2017/8/11,台南市,安南區,海東里,住宅,50,1,6,20,26,0,1,1,2,1,4,2,23.041243,120.186351
2017/8/11,台南市,安南區,佃東里,住宅,50,2,2,15,17,0,2,2,4,1,12,4,23.072427,120.184908
2017/8/11,台南市,安南區,溪心里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.050944,120.184908
2017/8/11,台南市,安南區,海南里,住宅,50,1,1,17,18,0,1,1,2,1,6,3,23.011601,120.16759
2017/8/11,台南市,安南區,國安里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.023654,120.180579
2017/8/11,台南市,安南區,安和里,住宅,50,1,2,20,22,0,1,1,2,1,5,2,23.031082,120.218816
2017/8/7,台南市,安平區,平通里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,22.993842,120.169033
2017/8/7,台南市,安平區,平安里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,22.999131,120.172642
2017/8/8,台南市,安平區,國平里,住宅,50,1,8,5,13,0,1,1,2,1,8,3,22.979372,120.16759
2017/8/8,台南市,安平區,石門里,住宅,50,2,3,10,13,0,2,2,4,1,15,5,23.000639,120.165425
2017/8/9,台南市,安平區,海頭里,住宅,50,1,4,17,21,0,1,1,2,1,5,2,23.002586,120.162539
2017/8/9,台南市,安平區,海頭里,住宅,50,0,5,19,24,0,0,0,0,0,0,0,23.002586,120.162539
2017/8/10,台南市,安平區,華平里,住宅,50,1,13,19,32,0,2,2,4,1,6,3,22.994801,120.174085
2017/8/10,台南市,安平區,港仔里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,22.999187,120.164343
2017/8/10,台南市,安平區,漁光里,住宅,50,6,0,25,25,0,8,8,16,3,32,8,22.98014,120.157487
2017/8/10,台南市,安平區,華平里,住宅,50,1,5,16,21,0,1,1,2,1,5,2,22.994801,120.174085
2017/8/11,台南市,安平區,億載里,住宅,50,0,2,6,8,0,0,0,0,0,0,0,22.99028,120.160374
2017/8/7,台南市,仁德區,成功里,住宅,50,2,0,10,10,0,4,4,8,2,40,8,22.940456,120.225308
2017/8/7,台南市,仁德區,仁義里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,22.969579,120.265695
2017/8/8,台南市,仁德區,一甲里,住宅,50,1,0,14,14,0,2,2,4,1,14,4,22.976543,120.254844
2017/8/8,台南市,仁德區,仁和里,住宅,50,2,0,9,9,0,2,2,4,1,22,6,22.959139,120.224226
2017/8/9,台南市,仁德區,中洲里,住宅,50,5,5,16,21,0,7,7,14,3,33,8,22.906372,120.259927
2017/8/9,台南市,仁德區,中生里,住宅,50,11,0,24,24,0,21,21,42,5,88,9,22.909991,120.242618
2017/8/10,台南市,仁德區,仁愛里,住宅,50,1,0,8,8,0,2,2,4,1,25,6,22.953442,120.22098
2017/8/10,台南市,仁德區,土庫里,住宅,50,4,0,27,27,0,5,5,10,3,19,5,22.988871,120.260484
2017/8/10,台南市,仁德區,後壁里,住宅,50,4,4,24,28,0,7,7,14,3,25,6,22.947572,120.242618
2017/8/10,台南市,仁德區,新田里,住宅,50,6,10,45,55,1,11,12,24,4,22,6,22.954684,120.259927
2017/8/11,台南市,仁德區,仁德里,其他,50,11,10,65,75,1,19,20,40,5,27,6,22.965758,120.245503
2017/8/11,台南市,仁德區,仁德里,住宅,75,2,2,6,8,0,2,2,3,1,25,6,22.965758,120.245503
2017/8/7,台南市,永康區,東橋里,住宅,51,0,1,12,13,0,0,0,0,0,0,0,23.024378,120.241176
2017/8/7,台南市,永康區,二王里,住宅,50,2,5,17,22,0,2,2,4,1,9,3,23.017799,120.246946
2017/8/7,台南市,永康區,永康里,住宅,50,2,4,16,20,0,2,2,4,1,10,4,23.023429,120.258484
2017/8/7,台南市,永康區,西灣里,住宅,50,0,1,1,2,0,0,0,0,0,0,0,23.012087,120.261369
2017/8/8,台南市,永康區,建國里,住宅,50,2,2,17,19,0,2,2,4,1,11,4,22.997884,120.249109
2017/8/8,台南市,永康區,六合里,住宅,75,1,2,14,16,0,2,2,3,1,13,4,23.011212,120.230357
2017/8/8,台南市,永康區,正強里,住宅,50,2,0,9,9,0,2,2,4,1,22,6,23.029488,120.251994
2017/8/9,台南市,永康區,南灣里,住宅,50,5,6,13,19,3,4,7,14,3,37,8,22.998667,120.261369
2017/8/9,台南市,永康區,崑山里,住宅,51,0,3,5,8,0,0,0,0,0,0,0,22.998838,120.254158
2017/8/9,台南市,永康區,中華里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.000304,120.23757
2017/8/9,台南市,永康區,成功里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,23.003248,120.23793
2017/8/10,台南市,永康區,西勢里,住宅,50,2,2,8,10,0,2,2,4,1,20,5,23.015465,120.277232
2017/8/10,台南市,永康區,北灣里,住宅,50,1,1,10,11,0,1,1,2,1,9,3,23.012954,120.270022
2017/8/10,台南市,永康區,復國里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,23.005979,120.247306
2017/8/10,台南市,永康區,北灣里,住宅,50,1,3,20,23,0,0,0,0,0,0,0,23.012954,120.270022
2017/8/10,台南市,永康區,三合里,住宅,51,0,4,10,14,0,0,0,0,0,0,0,23.010739,120.239012
2017/8/10,台南市,永康區,復華里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,23.010351,120.244061
2017/8/10,台南市,永康區,復國里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.005979,120.247306
2017/8/11,台南市,永康區,網寮里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,23.013904,120.252715
2017/8/11,台南市,永康區,三民里,住宅,50,3,2,23,25,0,5,5,10,3,20,5,23.053732,120.248388
2017/8/11,台南市,永康區,復國里,住宅,50,1,5,23,28,0,2,2,4,1,7,3,23.005979,120.247306
2017/8/11,台南市,永康區,烏竹里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,23.041004,120.264253
2017/8/11,台南市,永康區,王行里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.042301,120.277232
2017/8/11,台南市,永康區,西灣里,住宅,50,1,6,4,10,1,0,1,2,1,10,4,23.012087,120.261369
2017/8/11,台南市,永康區,龍潭里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.028624,120.265695
2017/8/11,台南市,永康區,鹽洲里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,23.041356,120.236839
